No.,Package,obs repository,obs commit id,obs standard_riscv64 status,obs advanced_riscv64 status,gitee master,gitee openEuler-22.03-LTS,gitee openEuler-22.03-LTS-Next,Lastest Update,Upgrade Priority,has rpm history in standard_riscv64,rpm version in standard_riscv64,has rpm history in advanced_riscv64,rpm version in advanced_riscv64
936,hunspell-uk,git@gitee.com:src-openeuler/hunspell-uk.git,42b7a3df642f3fc7158243dc887854bb89494752,succeeded,disabled,42b7a3df642f3fc7158243dc887854bb89494752,42b7a3df642f3fc7158243dc887854bb89494752,42b7a3df642f3fc7158243dc887854bb89494752,0,1,Yes,hunspell-uk-1.8.0-3.oe1.src.rpm,No,None
937,hunspell-ur,git@gitee.com:src-openeuler/hunspell-ur.git,4df9c636acd2847b41046f6fb69fcd493329a53e,succeeded,disabled,4df9c636acd2847b41046f6fb69fcd493329a53e,4df9c636acd2847b41046f6fb69fcd493329a53e,4df9c636acd2847b41046f6fb69fcd493329a53e,0,1,Yes,hunspell-ur-0.64-16.oe1.src.rpm,No,None
938,hunspell-uz,git@gitee.com:src-openeuler/hunspell-uz.git,8d0a6581aea0c15b09ffec6d0cf8e7f9d0bf98b2,succeeded,disabled,8d0a6581aea0c15b09ffec6d0cf8e7f9d0bf98b2,8d0a6581aea0c15b09ffec6d0cf8e7f9d0bf98b2,8d0a6581aea0c15b09ffec6d0cf8e7f9d0bf98b2,0,1,Yes,hunspell-uz-0.6-18.oe1.src.rpm,No,None
939,hunspell-ve,git@gitee.com:src-openeuler/hunspell-ve.git,e6d6188b00f8b5b351c7f3b6e6c412a870e2e36a,succeeded,disabled,e6d6188b00f8b5b351c7f3b6e6c412a870e2e36a,e6d6188b00f8b5b351c7f3b6e6c412a870e2e36a,e6d6188b00f8b5b351c7f3b6e6c412a870e2e36a,0,1,Yes,hunspell-ve-0.20091030-16.oe1.src.rpm,No,None
940,hunspell-vi,git@gitee.com:src-openeuler/hunspell-vi.git,728b689bdd364d7f1df3aad8eaaa3140c2c72462,succeeded,disabled,4ad0f4957c7dd837d83c25d9350b3126e76c9b24,728b689bdd364d7f1df3aad8eaaa3140c2c72462,728b689bdd364d7f1df3aad8eaaa3140c2c72462,1,2,Yes,hunspell-vi-0.20120418-4.oe1.src.rpm,No,None
941,hunspell-wa,git@gitee.com:src-openeuler/hunspell-wa.git,397c8f7777cc4a79a0c9391b6fb57ccbb06e0eaf,succeeded,disabled,397c8f7777cc4a79a0c9391b6fb57ccbb06e0eaf,397c8f7777cc4a79a0c9391b6fb57ccbb06e0eaf,397c8f7777cc4a79a0c9391b6fb57ccbb06e0eaf,0,1,Yes,hunspell-wa-0.4.17-11.oe1.src.rpm,No,None
942,hunspell-xh,git@gitee.com:src-openeuler/hunspell-xh.git,a27d86ed3c858a9249d8e6cff5577e405993caa4,succeeded,disabled,a27d86ed3c858a9249d8e6cff5577e405993caa4,a27d86ed3c858a9249d8e6cff5577e405993caa4,a27d86ed3c858a9249d8e6cff5577e405993caa4,0,1,Yes,hunspell-xh-0.20091030-16.oe1.src.rpm,No,None
943,hunspell-yi,git@gitee.com:src-openeuler/hunspell-yi.git,4e4c5a823bf23fa5d2498f282730b677926a32ea,succeeded,disabled,749fca58601f5a20a7d5b8bf57419ba9b2ee2ff6,4e4c5a823bf23fa5d2498f282730b677926a32ea,4e4c5a823bf23fa5d2498f282730b677926a32ea,1,2,Yes,hunspell-yi-1.1-18.oe1.src.rpm,No,None
944,hunspell-zu,git@gitee.com:src-openeuler/hunspell-zu.git,09b5448219387e8e351fa03fe92b50051dee1f9b,succeeded,disabled,09b5448219387e8e351fa03fe92b50051dee1f9b,09b5448219387e8e351fa03fe92b50051dee1f9b,09b5448219387e8e351fa03fe92b50051dee1f9b,0,1,Yes,hunspell-zu-0.20100126-18.oe1.src.rpm,No,None
945,hwdata,git@gitee.com:src-openeuler/hwdata.git,40fe2d42723954efca7f95376b120efd81ddfda6,succeeded,disabled,9dc0a2c8c046efab790277d38e3da8a942239aa7,0467e545d7f79081351c2a1853ab3b34c84a3c42,0467e545d7f79081351c2a1853ab3b34c84a3c42,2,3,Yes,hwdata-0.343-1.oe1.src.rpm,No,None
946,hwinfo,git@gitee.com:src-openeuler/hwinfo.git,c8ca1a47d357bf98b0ad267399202e0a588e27b4,succeeded,disabled,77f8b4868c677a68045a60584689268a7460b9fc,748c05e89e274799fddd8e98918f279d6a2a7206,748c05e89e274799fddd8e98918f279d6a2a7206,2,3,Yes,hwinfo-21.71-1.oe1.src.rpm,No,None
947,hwloc,git@gitee.com:src-openeuler/hwloc.git,5143b4df0f1ff314fd96d4e80696b9d6fe00bd0a,succeeded,disabled,8bed3c64c3b065ef072918257826ca2e02b54ea9,8bed3c64c3b065ef072918257826ca2e02b54ea9,8bed3c64c3b065ef072918257826ca2e02b54ea9,1,2,Yes,hwloc-1.11.9-3.oe1.src.rpm,No,None
948,hyperscan,git@gitee.com:src-openeuler/hyperscan.git,e81ec36c73ce7ab287a34455ccdd93e9aa4d6f98,scheduled,disabled,04183688ffb2f145b265613ae9805921d72565f6,fdce4a1ab67ca7c671640b869bb7a96eb6dec9db,fdce4a1ab67ca7c671640b869bb7a96eb6dec9db,2,3,No,None,No,None
949,hyphen,git@gitee.com:src-openeuler/hyphen.git,3056670f4d270e2aec2597dd3d44127c26aa8f86,blocked,disabled,3056670f4d270e2aec2597dd3d44127c26aa8f86,3056670f4d270e2aec2597dd3d44127c26aa8f86,3056670f4d270e2aec2597dd3d44127c26aa8f86,0,1,Yes,hyphen-2.8.8-14.oe1.src.rpm,No,None
950,hyphen-as,git@gitee.com:src-openeuler/hyphen-as.git,98f0393260dd43c9d08a00eed4de052d8cef3a95,succeeded,disabled,f2c25f7f5a064bc0981060ffab2ada38a9b1bd69,98f0393260dd43c9d08a00eed4de052d8cef3a95,98f0393260dd43c9d08a00eed4de052d8cef3a95,1,2,Yes,hyphen-as-0.7.0-14.oe1.src.rpm,No,None
951,hyphen-bg,git@gitee.com:src-openeuler/hyphen-bg.git,bce81e585a17621b8b5d09cc87426eaf026ce5e2,succeeded,disabled,44085f354c14691b598f2d533c375016328e2fc2,bce81e585a17621b8b5d09cc87426eaf026ce5e2,bce81e585a17621b8b5d09cc87426eaf026ce5e2,1,2,Yes,hyphen-bg-4.3-16.oe1.src.rpm,No,None
952,hyphen-bn,git@gitee.com:src-openeuler/hyphen-bn.git,7486717eb928034b49fa5f21c9398e9877b01941,succeeded,disabled,9d961f46e4e1a62e02c1d39ca383c843e467eb23,9d961f46e4e1a62e02c1d39ca383c843e467eb23,9d961f46e4e1a62e02c1d39ca383c843e467eb23,1,2,Yes,hyphen-bn-0.7.0-13.oe1.src.rpm,No,None
953,hyphen-ca,git@gitee.com:src-openeuler/hyphen-ca.git,769ebf4f66a645d1ffa37ca42991aaecf729dad8,succeeded,disabled,769ebf4f66a645d1ffa37ca42991aaecf729dad8,769ebf4f66a645d1ffa37ca42991aaecf729dad8,769ebf4f66a645d1ffa37ca42991aaecf729dad8,0,1,Yes,hyphen-ca-0.9.3-16.oe1.src.rpm,No,None
954,hyphen-cy,git@gitee.com:src-openeuler/hyphen-cy.git,8d4dc521895306c0c9d4d7486ccf0ffa0a856290,succeeded,disabled,8d4dc521895306c0c9d4d7486ccf0ffa0a856290,8d4dc521895306c0c9d4d7486ccf0ffa0a856290,8d4dc521895306c0c9d4d7486ccf0ffa0a856290,0,1,Yes,hyphen-cy-0.20110620-16.oe1.src.rpm,No,None
955,hyphen-da,git@gitee.com:src-openeuler/hyphen-da.git,037979870aea9dd8b46dc4cdb60d2e0b83bff5dc,succeeded,disabled,037979870aea9dd8b46dc4cdb60d2e0b83bff5dc,037979870aea9dd8b46dc4cdb60d2e0b83bff5dc,037979870aea9dd8b46dc4cdb60d2e0b83bff5dc,0,1,Yes,hyphen-da-0.20070903-19.oe1.src.rpm,No,None
956,hyphen-de,git@gitee.com:src-openeuler/hyphen-de.git,36fc280f2a5fac2d41a663e7ad0cbaf00837ecf8,succeeded,disabled,36fc280f2a5fac2d41a663e7ad0cbaf00837ecf8,36fc280f2a5fac2d41a663e7ad0cbaf00837ecf8,36fc280f2a5fac2d41a663e7ad0cbaf00837ecf8,0,1,Yes,hyphen-de-0.20060120-21.oe1.src.rpm,No,None
957,hyphen-el,git@gitee.com:src-openeuler/hyphen-el.git,2b0fcf31cd851ee580fa1b9d5790b40e60c6b0ba,succeeded,disabled,2b0fcf31cd851ee580fa1b9d5790b40e60c6b0ba,2b0fcf31cd851ee580fa1b9d5790b40e60c6b0ba,2b0fcf31cd851ee580fa1b9d5790b40e60c6b0ba,0,1,Yes,hyphen-el-0.20051018-19.oe1.src.rpm,No,None
958,hyphen-es,git@gitee.com:src-openeuler/hyphen-es.git,61b80f39c2e3c0585ee17c6d800a8c55d872b4d9,succeeded,disabled,61b80f39c2e3c0585ee17c6d800a8c55d872b4d9,61b80f39c2e3c0585ee17c6d800a8c55d872b4d9,61b80f39c2e3c0585ee17c6d800a8c55d872b4d9,0,1,Yes,hyphen-es-2.3-5.oe1.src.rpm,No,None
959,hyphen-eu,git@gitee.com:src-openeuler/hyphen-eu.git,b2cbfca6190d7a6b8d9374f1f4e293c3667c402e,succeeded,disabled,b2cbfca6190d7a6b8d9374f1f4e293c3667c402e,b2cbfca6190d7a6b8d9374f1f4e293c3667c402e,b2cbfca6190d7a6b8d9374f1f4e293c3667c402e,0,1,Yes,hyphen-eu-0.20110620-15.oe1.src.rpm,No,None
960,hyphen-fa,git@gitee.com:src-openeuler/hyphen-fa.git,ff17033e3d281f963a94cff54fbb598adc6ddc69,succeeded,disabled,ff17033e3d281f963a94cff54fbb598adc6ddc69,ff17033e3d281f963a94cff54fbb598adc6ddc69,ff17033e3d281f963a94cff54fbb598adc6ddc69,0,1,Yes,hyphen-fa-0.20130404-12.oe1.src.rpm,No,None
961,hyphen-fo,git@gitee.com:src-openeuler/hyphen-fo.git,b7f54a2bdcbc4177734a421b3428352498d1d445,succeeded,disabled,cde8b0060fb9a219c1ad9a32767217808c15b343,b7f54a2bdcbc4177734a421b3428352498d1d445,b7f54a2bdcbc4177734a421b3428352498d1d445,1,2,Yes,hyphen-fo-0.20040420-16.oe1.src.rpm,No,None
962,hyphen-fr,git@gitee.com:src-openeuler/hyphen-fr.git,efece7e05a7b672742281fc42892ef415f7abd72,succeeded,disabled,efece7e05a7b672742281fc42892ef415f7abd72,efece7e05a7b672742281fc42892ef415f7abd72,efece7e05a7b672742281fc42892ef415f7abd72,0,1,Yes,hyphen-fr-3.0-3.oe1.src.rpm,No,None
963,hyphen-ga,git@gitee.com:src-openeuler/hyphen-ga.git,9e2e6d16464958789ebab9295b3ff3b40dec8aeb,succeeded,disabled,9e2e6d16464958789ebab9295b3ff3b40dec8aeb,9e2e6d16464958789ebab9295b3ff3b40dec8aeb,9e2e6d16464958789ebab9295b3ff3b40dec8aeb,0,1,Yes,hyphen-ga-0.20040220-18.oe1.src.rpm,No,None
964,hyphen-gl,git@gitee.com:src-openeuler/hyphen-gl.git,3dfd4e86e1635a7e389eff151012340f10eca7fd,succeeded,disabled,3dfd4e86e1635a7e389eff151012340f10eca7fd,3dfd4e86e1635a7e389eff151012340f10eca7fd,3dfd4e86e1635a7e389eff151012340f10eca7fd,0,1,Yes,hyphen-gl-0.99-17.oe1.src.rpm,No,None
965,hyphen-gu,git@gitee.com:src-openeuler/hyphen-gu.git,1a69f5a4d959ad5306eed52a3d3ad83c2bc01a96,succeeded,disabled,1a69f5a4d959ad5306eed52a3d3ad83c2bc01a96,1a69f5a4d959ad5306eed52a3d3ad83c2bc01a96,1a69f5a4d959ad5306eed52a3d3ad83c2bc01a96,0,1,Yes,hyphen-gu-0.7.0-13.oe1.src.rpm,No,None
966,hyphen-hi,git@gitee.com:src-openeuler/hyphen-hi.git,706d7aecf69bb2ecc715868c8ba42b48bccf243e,succeeded,disabled,706d7aecf69bb2ecc715868c8ba42b48bccf243e,706d7aecf69bb2ecc715868c8ba42b48bccf243e,706d7aecf69bb2ecc715868c8ba42b48bccf243e,0,1,Yes,hyphen-hi-0.7.0-13.oe1.src.rpm,No,None
967,hyphen-hsb,git@gitee.com:src-openeuler/hyphen-hsb.git,5a53e9eedb43657cef4dddd64455cdb4704ecf65,succeeded,disabled,5a53e9eedb43657cef4dddd64455cdb4704ecf65,5a53e9eedb43657cef4dddd64455cdb4704ecf65,5a53e9eedb43657cef4dddd64455cdb4704ecf65,0,1,Yes,hyphen-hsb-0.20110620-15.oe1.src.rpm,No,None
968,hyphen-ia,git@gitee.com:src-openeuler/hyphen-ia.git,a34814e1afca1960f1cf56db0bc1009969fea657,succeeded,disabled,a34814e1afca1960f1cf56db0bc1009969fea657,a34814e1afca1960f1cf56db0bc1009969fea657,a34814e1afca1960f1cf56db0bc1009969fea657,0,1,Yes,hyphen-ia-0.20050628-17.oe1.src.rpm,No,None
969,hyphen-id,git@gitee.com:src-openeuler/hyphen-id.git,e72f0bb40c9d493df9418501554866569c4f3b83,succeeded,disabled,e72f0bb40c9d493df9418501554866569c4f3b83,e72f0bb40c9d493df9418501554866569c4f3b83,e72f0bb40c9d493df9418501554866569c4f3b83,0,1,Yes,hyphen-id-0.20040812-18.oe1.src.rpm,No,None
970,hyphen-is,git@gitee.com:src-openeuler/hyphen-is.git,d84c04ca574510976b129cdca6cd44a060802795,succeeded,disabled,d84c04ca574510976b129cdca6cd44a060802795,d84c04ca574510976b129cdca6cd44a060802795,d84c04ca574510976b129cdca6cd44a060802795,0,1,Yes,hyphen-is-0.20030920-21.oe1.src.rpm,No,None
971,hyphen-it,git@gitee.com:src-openeuler/hyphen-it.git,1a0362278b6bc09064fe8dd603f5902c00c05506,succeeded,disabled,1a0362278b6bc09064fe8dd603f5902c00c05506,1a0362278b6bc09064fe8dd603f5902c00c05506,1a0362278b6bc09064fe8dd603f5902c00c05506,0,1,Yes,hyphen-it-0.20071127-20.oe1.src.rpm,No,None
972,hyphen-kn,git@gitee.com:src-openeuler/hyphen-kn.git,b14766abd7cdd5b62616aba1463d3b8250b5713f,succeeded,disabled,b14766abd7cdd5b62616aba1463d3b8250b5713f,b14766abd7cdd5b62616aba1463d3b8250b5713f,b14766abd7cdd5b62616aba1463d3b8250b5713f,0,1,Yes,hyphen-kn-0.7.0-13.oe1.src.rpm,No,None
973,hyphen-ku,git@gitee.com:src-openeuler/hyphen-ku.git,e1844438ecf8e4c2c991ff5cb6f6f8b5496a51f5,succeeded,disabled,e1844438ecf8e4c2c991ff5cb6f6f8b5496a51f5,e1844438ecf8e4c2c991ff5cb6f6f8b5496a51f5,e1844438ecf8e4c2c991ff5cb6f6f8b5496a51f5,0,1,Yes,hyphen-ku-1.71.2-16.oe1.src.rpm,No,None
974,hyphen-lt,git@gitee.com:src-openeuler/hyphen-lt.git,738385eb0fe58a4ebefe30f9861c4470fc13e104,succeeded,disabled,738385eb0fe58a4ebefe30f9861c4470fc13e104,738385eb0fe58a4ebefe30f9861c4470fc13e104,738385eb0fe58a4ebefe30f9861c4470fc13e104,0,1,Yes,hyphen-lt-0.20100531-18.oe1.src.rpm,No,None
975,hyphen-ml,git@gitee.com:src-openeuler/hyphen-ml.git,af3969d88bcad4b04b2d10fa2732e31e991a0cb1,succeeded,disabled,af3969d88bcad4b04b2d10fa2732e31e991a0cb1,af3969d88bcad4b04b2d10fa2732e31e991a0cb1,af3969d88bcad4b04b2d10fa2732e31e991a0cb1,0,1,Yes,hyphen-ml-0.7.0-13.oe1.src.rpm,No,None
976,hyphen-mn,git@gitee.com:src-openeuler/hyphen-mn.git,a3d2d0b581f1f2b78b0acc0470338c5bdc7c40e4,succeeded,disabled,a3d2d0b581f1f2b78b0acc0470338c5bdc7c40e4,a3d2d0b581f1f2b78b0acc0470338c5bdc7c40e4,a3d2d0b581f1f2b78b0acc0470338c5bdc7c40e4,0,1,Yes,hyphen-mn-0.20100531-17.oe1.src.rpm,No,None
977,hyphen-mr,git@gitee.com:src-openeuler/hyphen-mr.git,eb68ae29dc15585db368543448a48303769c9f60,succeeded,disabled,eb68ae29dc15585db368543448a48303769c9f60,eb68ae29dc15585db368543448a48303769c9f60,eb68ae29dc15585db368543448a48303769c9f60,0,1,Yes,hyphen-mr-0.7.0-13.oe1.src.rpm,No,None
978,hyphen-nl,git@gitee.com:src-openeuler/hyphen-nl.git,202df54541a0540992ad294cc6632bd671eb1675,succeeded,disabled,202df54541a0540992ad294cc6632bd671eb1675,202df54541a0540992ad294cc6632bd671eb1675,202df54541a0540992ad294cc6632bd671eb1675,0,1,Yes,hyphen-nl-0.20050617-20.oe1.src.rpm,No,None
979,hyphen-or,git@gitee.com:src-openeuler/hyphen-or.git,d537f02aea4f888ca337751e7129044485414c0b,succeeded,disabled,d537f02aea4f888ca337751e7129044485414c0b,d537f02aea4f888ca337751e7129044485414c0b,d537f02aea4f888ca337751e7129044485414c0b,0,1,Yes,hyphen-or-0.7.0-14.oe1.src.rpm,No,None
980,hyphen-pa,git@gitee.com:src-openeuler/hyphen-pa.git,1690580eddbbd4d651fa15c0322c9aefae19c8d6,succeeded,disabled,1690580eddbbd4d651fa15c0322c9aefae19c8d6,1690580eddbbd4d651fa15c0322c9aefae19c8d6,1690580eddbbd4d651fa15c0322c9aefae19c8d6,0,1,Yes,hyphen-pa-0.7.0-13.oe1.src.rpm,No,None
981,hyphen-pl,git@gitee.com:src-openeuler/hyphen-pl.git,6a2190a4f79d22e35c158f3f6e17de98041dea21,succeeded,disabled,6a2190a4f79d22e35c158f3f6e17de98041dea21,6a2190a4f79d22e35c158f3f6e17de98041dea21,6a2190a4f79d22e35c158f3f6e17de98041dea21,0,1,Yes,hyphen-pl-0.20060726-19.oe1.src.rpm,No,None
982,hyphen-pt,git@gitee.com:src-openeuler/hyphen-pt.git,66374fd21f7dc947331a26dd8ebcb4c8089eb77a,succeeded,disabled,66374fd21f7dc947331a26dd8ebcb4c8089eb77a,66374fd21f7dc947331a26dd8ebcb4c8089eb77a,66374fd21f7dc947331a26dd8ebcb4c8089eb77a,0,1,Yes,hyphen-pt-0.20021021-19.oe1.src.rpm,No,None
983,hyphen-ro,git@gitee.com:src-openeuler/hyphen-ro.git,53fbe90754c686a1fcc560e41f2651b5ac87bede,succeeded,disabled,53fbe90754c686a1fcc560e41f2651b5ac87bede,53fbe90754c686a1fcc560e41f2651b5ac87bede,53fbe90754c686a1fcc560e41f2651b5ac87bede,0,1,Yes,hyphen-ro-3.3.6-15.oe1.src.rpm,No,None
984,hyphen-ru,git@gitee.com:src-openeuler/hyphen-ru.git,9ce2497250c8d4094f321b6ce66b38376a939a34,succeeded,disabled,9ce2497250c8d4094f321b6ce66b38376a939a34,9ce2497250c8d4094f321b6ce66b38376a939a34,9ce2497250c8d4094f321b6ce66b38376a939a34,0,1,Yes,hyphen-ru-0.20020727-19.oe1.src.rpm,No,None
985,hyphen-sa,git@gitee.com:src-openeuler/hyphen-sa.git,43db5b8072e35e3bdd3cbbf8f68b704d9bb6eb31,succeeded,disabled,43db5b8072e35e3bdd3cbbf8f68b704d9bb6eb31,43db5b8072e35e3bdd3cbbf8f68b704d9bb6eb31,43db5b8072e35e3bdd3cbbf8f68b704d9bb6eb31,0,1,Yes,hyphen-sa-0.20110915-17.oe1.src.rpm,No,None
986,hyphen-sk,git@gitee.com:src-openeuler/hyphen-sk.git,7bb8f6602b2fc089016a466facc169a8cd3b6f51,succeeded,disabled,7bb8f6602b2fc089016a466facc169a8cd3b6f51,7bb8f6602b2fc089016a466facc169a8cd3b6f51,7bb8f6602b2fc089016a466facc169a8cd3b6f51,0,1,Yes,hyphen-sk-0.20031227-20.oe1.src.rpm,No,None
987,hyphen-sl,git@gitee.com:src-openeuler/hyphen-sl.git,4848d682ccbca33dfff85d924c4d93299f9f034d,succeeded,disabled,4848d682ccbca33dfff85d924c4d93299f9f034d,4848d682ccbca33dfff85d924c4d93299f9f034d,4848d682ccbca33dfff85d924c4d93299f9f034d,0,1,Yes,hyphen-sl-0.20070127-18.oe1.src.rpm,No,None
988,hyphen-sv,git@gitee.com:src-openeuler/hyphen-sv.git,a179306c0e6086ea71df63aaef3897730286c432,succeeded,disabled,a179306c0e6086ea71df63aaef3897730286c432,a179306c0e6086ea71df63aaef3897730286c432,a179306c0e6086ea71df63aaef3897730286c432,0,1,Yes,hyphen-sv-1.00.1-20.oe1.src.rpm,No,None
989,hyphen-ta,git@gitee.com:src-openeuler/hyphen-ta.git,8ed7da3c752c30acfb3c51cf3a9c2189140cd0d8,succeeded,disabled,8ed7da3c752c30acfb3c51cf3a9c2189140cd0d8,8ed7da3c752c30acfb3c51cf3a9c2189140cd0d8,8ed7da3c752c30acfb3c51cf3a9c2189140cd0d8,0,1,Yes,hyphen-ta-0.7.0-13.oe1.src.rpm,No,None
990,hyphen-te,git@gitee.com:src-openeuler/hyphen-te.git,78aeb323be926f3e0a9327edcdb1283aabaa2132,succeeded,disabled,78aeb323be926f3e0a9327edcdb1283aabaa2132,78aeb323be926f3e0a9327edcdb1283aabaa2132,78aeb323be926f3e0a9327edcdb1283aabaa2132,0,1,Yes,hyphen-te-0.7.0-13.oe1.src.rpm,No,None
991,hyphen-tk,git@gitee.com:src-openeuler/hyphen-tk.git,b70fd845a354bf7eb0bac1a5cc4c4f59dadded95,succeeded,disabled,b70fd845a354bf7eb0bac1a5cc4c4f59dadded95,b70fd845a354bf7eb0bac1a5cc4c4f59dadded95,b70fd845a354bf7eb0bac1a5cc4c4f59dadded95,0,1,Yes,hyphen-tk-0.20110620-16.oe1.src.rpm,No,None
992,hyphen-uk,git@gitee.com:src-openeuler/hyphen-uk.git,1a04079ecf817f447f38f2f84b1789db6cfaf55d,succeeded,disabled,1a04079ecf817f447f38f2f84b1789db6cfaf55d,1a04079ecf817f447f38f2f84b1789db6cfaf55d,1a04079ecf817f447f38f2f84b1789db6cfaf55d,0,1,Yes,hyphen-uk-0.20030903-18.oe1.src.rpm,No,None
993,i2c-tools,git@gitee.com:src-openeuler/i2c-tools.git,a1c16dd81ee505fe03cd4b30240eb42b62c50222,scheduled,disabled,eff11a3eaebb796e390663ebb3370e5e4cac4736,0be2d1992c67009a9297f8c01b9d811fb9d58f65,0be2d1992c67009a9297f8c01b9d811fb9d58f65,2,3,Yes,i2c-tools-4.1-1.oe1.src.rpm,No,None
994,i40e,git@gitee.com:src-openeuler/i40e.git,0ab9534e6806a82988d12cfd95ffba904c00c7df,failed,disabled,6513c1eb4c427979ae247104d706aab4a5649fab,860aef0f5282492d1a05f19f504c720ca73f6640,860aef0f5282492d1a05f19f504c720ca73f6640,2,3,Yes,i40e-2.14.13-3.src.rpm,No,None
995,iSulad,git@gitee.com:src-openeuler/iSulad.git,00f4cca3714991ef351bfe1b77482e2ab8e6a2e8,excluded,disabled,e3fbb3ba1ae75dfbc90dcc7ffef56b2f76777187,9aa2d20e6a922ff07368cbb05667f4883c1e73cf,9aa2d20e6a922ff07368cbb05667f4883c1e73cf,2,3,No,None,No,None
996,iSulad-img,git@gitee.com:src-openeuler/iSulad-img.git,a61b896e57776f784b3da29268c37f520b2d54e0,scheduled,disabled,a61b896e57776f784b3da29268c37f520b2d54e0,058771195c59606c73ce67f9b82e878686952a90,058771195c59606c73ce67f9b82e878686952a90,2,2,No,None,No,None
997,iavf,git@gitee.com:src-openeuler/iavf.git,27b9274e8a9f294918c06224ec756a1ba5831b67,scheduled,disabled,d47cf99c90aa7ba95b74b3cf0c05c3c60c2bb06b,27b9274e8a9f294918c06224ec756a1ba5831b67,27b9274e8a9f294918c06224ec756a1ba5831b67,0,2,Yes,iavf-4.0.1-3.src.rpm,No,None
998,ibus,git@gitee.com:src-openeuler/ibus.git,f65f7960937fc2526ff5c5a51d77ced2789dfddb,failed,disabled,f65f7960937fc2526ff5c5a51d77ced2789dfddb,f65f7960937fc2526ff5c5a51d77ced2789dfddb,f65f7960937fc2526ff5c5a51d77ced2789dfddb,0,1,Yes,ibus-1.5.23-1.oe1.src.rpm,No,None
999,ibus-hangul,git@gitee.com:src-openeuler/ibus-hangul.git,232313cb87e65aa6cf77c657e42674b2b5e5a16e,scheduled,disabled,232313cb87e65aa6cf77c657e42674b2b5e5a16e,232313cb87e65aa6cf77c657e42674b2b5e5a16e,232313cb87e65aa6cf77c657e42674b2b5e5a16e,0,1,Yes,ibus-hangul-1.5.1-3.oe1.src.rpm,No,None
1000,ibus-libpinyin,git@gitee.com:src-openeuler/ibus-libpinyin.git,3e92e93fc42be62bd1f23ee37e6cee12711f65c6,scheduled,disabled,3e92e93fc42be62bd1f23ee37e6cee12711f65c6,3e92e93fc42be62bd1f23ee37e6cee12711f65c6,3e92e93fc42be62bd1f23ee37e6cee12711f65c6,0,1,Yes,ibus-libpinyin-1.10.0-6.oe1.src.rpm,No,None
1001,ibus-libzhuyin,git@gitee.com:src-openeuler/ibus-libzhuyin.git,119a22d33910881ddad7e91e6f0ffe615b0fbdc8,scheduled,disabled,119a22d33910881ddad7e91e6f0ffe615b0fbdc8,119a22d33910881ddad7e91e6f0ffe615b0fbdc8,119a22d33910881ddad7e91e6f0ffe615b0fbdc8,0,1,Yes,ibus-libzhuyin-1.8.92-4.oe1.src.rpm,No,None
1002,ibus-m17n,git@gitee.com:src-openeuler/ibus-m17n.git,9b53abd36000676228896e02b0d5ff7099cdf7ea,scheduled,disabled,d3119a7974fe0b578b9c4d3b6bbf6238689a1619,9b53abd36000676228896e02b0d5ff7099cdf7ea,9b53abd36000676228896e02b0d5ff7099cdf7ea,1,2,Yes,ibus-m17n-1.4.1-2.oe1.src.rpm,No,None
1003,ibus-sayura,git@gitee.com:src-openeuler/ibus-sayura.git,1882e0b2e63964ad91458e61c6edc1bd0fb2af66,scheduled,disabled,1882e0b2e63964ad91458e61c6edc1bd0fb2af66,1882e0b2e63964ad91458e61c6edc1bd0fb2af66,1882e0b2e63964ad91458e61c6edc1bd0fb2af66,0,1,Yes,ibus-sayura-1.3.2-15.oe1.src.rpm,No,None
1004,ibus-table,git@gitee.com:src-openeuler/ibus-table.git,8f9e1340382278936e13c3a8833865fe72ad8f18,succeeded,disabled,8f9e1340382278936e13c3a8833865fe72ad8f18,8f9e1340382278936e13c3a8833865fe72ad8f18,8f9e1340382278936e13c3a8833865fe72ad8f18,0,1,Yes,ibus-table-1.9.21-6.oe1.src.rpm,No,None
1005,ibus-table-array30,git@gitee.com:src-openeuler/ibus-table-array30.git,2da7d475c5702f15c267339ef27bc38e84327502,scheduled,disabled,2da7d475c5702f15c267339ef27bc38e84327502,2da7d475c5702f15c267339ef27bc38e84327502,2da7d475c5702f15c267339ef27bc38e84327502,0,1,Yes,ibus-table-array30-1.2.0.20090729-8.oe1.src.rpm,No,None
1006,ibus-table-chinese,git@gitee.com:src-openeuler/ibus-table-chinese.git,e4fc21a548bdcd88ced5c6bf70a7a256e265ee93,succeeded,disabled,e4fc21a548bdcd88ced5c6bf70a7a256e265ee93,e4fc21a548bdcd88ced5c6bf70a7a256e265ee93,e4fc21a548bdcd88ced5c6bf70a7a256e265ee93,0,1,Yes,ibus-table-chinese-1.8.2-13.oe1.src.rpm,No,None
1007,ibus-typing-booster,git@gitee.com:src-openeuler/ibus-typing-booster.git,dc2520b05f3136563dbcef8661cc0a0d348d72d7,scheduled,disabled,dc2520b05f3136563dbcef8661cc0a0d348d72d7,dc2520b05f3136563dbcef8661cc0a0d348d72d7,dc2520b05f3136563dbcef8661cc0a0d348d72d7,0,1,Yes,ibus-typing-booster-2.1.2-3.oe1.src.rpm,No,None
